fid,sif_mean_735,sif_mean_743,longitude,latitude,B_REFL_mean,COMP_mean,EVI_mean,MIR_REFL_mean,NDVI_mean,NIR_REFL_mean,PXL_REL_mean,RAA_mean,R_REFL_mean,SZA_mean,VIQ_mean,VZA_mean,Window
9870,0.2936270939,0.3970546893,-97.4761832762,48.4423416816,467.733333,152.75,1904.266667,2112.766667,3797.733333,1816.333333,,12314.884615,806.689655,2718.866667,,2147,25_May_09_June
9871,0.0862067672,0.1428268569,-97.4303229269,48.4423416816,494.259259,154,1761.357143,2375.642857,3519.357143,1757.071429,1,12128.304348,825.571429,2724,2181,2531.578947,25_May_09_June
9872,0.0962997258,0.1581670493,-97.3844625776,48.4423416816,453.034483,148.666667,1660.896552,2343.066667,3530.333333,1630.066667,1,12102.423077,766.533333,2716.066667,3170.5,2873.428571,25_May_09_June
9873,-0.0302007555,-0.0264062083,-97.3386022282,48.4423416816,476.678571,153,1506.827586,2713.37931,3248.586207,1573.413793,1,11670.2,797.642857,2784.846154,2181,1527.642857,25_May_09_June
9874,-0.1425971715,-0.0178087265,-97.2468815296,48.4423416816,511.642857,152.142857,1299.655172,2323.517241,2802.482759,1527.586207,,5545.12,857.862069,2923,,2187.48,25_May_09_June
9875,0.0558554741,0.2132593735,-97.2010211802,48.4423416816,519.965517,,1369.464286,2203.551724,2888.862069,1561.62069,,10578.481481,861.448276,2816,,880.068966,25_May_09_June
9876,-0.0249246024,0.035117122,-97.0175797829,48.4423416816,507.392857,,1168.068966,1971.068966,2628.857143,1424.275862,,12376.269231,833.965517,2787.777778,,738.214286,25_May_09_June
9877,0.7651807682,1.0249935488,-96.2379538443,48.4423416816,425.933333,,3160.333333,1616.833333,5237.933333,2650.933333,1,-3318.76,828.566667,3024.571429,2181,3337.833333,25_May_09_June
9878,0.435251911,0.6408834323,-95.9627917483,48.4423416816,428.206897,156.5,2209.62069,1867.068966,4217.793103,2048.931034,,11619.26087,826.37931,2773.333333,4160,2099.074074,25_May_09_June
9879,0.1340254471,0.3702321947,-95.916931399,48.4423416816,448.785714,156,2409.413793,2048.37931,4323.137931,2270,,9588.916667,899.892857,2831.416667,,1686.428571,25_May_09_June
9880,0.2904290209,0.3698357704,-95.8710710497,48.4423416816,450.433333,156,2401.333333,1991.333333,4314.1,2241.5,,11069.807692,881.5,2777.75,,1480.896552,25_May_09_June
9881,0.5552045893,1.1120406389,-95.8252107003,48.4423416816,442,153,2355.714286,2105.107143,4225.857143,2288.821429,,8922.75,914.407407,2829.444444,,1995.26087,25_May_09_June
9882,0.6455703229,1.4543031747,-95.779350351,48.4423416816,484.3,149,2428.7,2077.758621,4249.4,2327.233333,,5241.458333,935.1,2882.272727,,2054.833333,25_May_09_June
9883,0.5019341696,0.6507410323,-95.6876296523,48.4423416816,336.555556,154.75,2771.5,1401.464286,5452.5,2134.357143,,9479.583333,642.75,2776.384615,,2113.5,25_May_09_June
9884,0.9386412038,1.1887414257,-95.641769303,48.4423416816,356.464286,150.5,2904.689655,1554.633333,5392,2291.8,,5859.952381,688.966667,2878.833333,,2236.931034,25_May_09_June
9885,0.8017602095,0.7202911888,-95.5959089537,48.4423416816,384.925926,157,3092.5,1698.142857,5335.392857,2527.785714,,-168.772727,764.642857,2939.769231,,3127.391304,25_May_09_June
9886,0.9822919011,0.7656510383,-95.5500486043,48.4423416816,339.233333,157,3592.033333,1360.933333,6044.766667,2702.2,,2693,671.551724,2887.454545,,2539.931034,25_May_09_June
9887,0.9288903326,0.2304461002,-95.504188255,48.4423416816,303.62069,,3583.62069,1078.068966,6302.034483,2549.758621,,7968.888889,579.103448,2825.272727,,2043.37931,25_May_09_June
9888,0.6367701888,0.7744463959,-95.4583279057,48.4423416816,301.586207,,3386.448276,996.862069,6129.62069,2409.793103,,10380.36,567.185185,2817.75,,1917.344828,25_May_09_June
9889,0.5840240706,0.6703981523,-95.4124675564,48.4423416816,299.586207,152,3033.1,993.172414,5877.1,2197.034483,,5890.619048,569.966667,2895,,2233.62069,25_May_09_June
9890,0.5093822224,0.5681545117,-95.3207468577,48.4423416816,329.333333,,3411.1,1076.333333,6017.233333,2497.5,,-2689.96,621.62069,2947.25,,2686.2,25_May_09_June
9891,0.6528822109,0.9811513935,-95.2748865084,48.4423416816,295.965517,,3499.758621,968.482759,6292.551724,2454.724138,,-260.869565,554.896552,2954.571429,,2593.172414,25_May_09_June
9892,0.7252630815,1.0793527123,-95.229026159,48.4423416816,297.689655,,3455.310345,975.678571,6311.793103,2388.275862,,-2686.44,537.724138,2971.785714,,2763.37931,25_May_09_June
9893,0.3656970941,0.3511524819,-95.1831658097,48.4423416816,321.066667,,3193.233333,1036.266667,5955.8,2301.533333,,-4111.148148,591.366667,2988.076923,,2813.4,25_May_09_June
9894,0.4650144093,0.6033763997,-95.1373054604,48.4423416816,350.923077,,2693.107143,1207.357143,5229.571429,2131.428571,,-626.28,691.259259,2976.888889,,2605.153846,25_May_09_June
9895,0.3818565556,0.4854047007,-95.091445111,48.4423416816,302.666667,149,2701.2,1022.666667,5452.448276,2018.466667,,5150.5,589.2,2883.615385,,2240.62069,25_May_09_June
9896,0.5354433186,0.7735822752,-94.9997244124,48.4423416816,236.461538,,3280.821429,749.607143,6635.821429,2135.75,,6627.25,432.821429,2856.444444,,2191.074074,25_May_09_June
9897,0.7747969798,0.9378248634,-94.953864063,48.4423416816,248.4,149,3333.366667,787.833333,6620.933333,2177.033333,,3187.433333,444.413793,2935.666667,,2371.931034,25_May_09_June
9898,0.3975679256,0.4696541294,-94.9080037137,48.4423416816,202.62963,,3107.571429,593.142857,6906.035714,1898.925926,,12351.178571,353.444444,2737.857143,,2011.535714,25_May_09_June
9899,0.3637298917,0.6022632983,-94.8621433644,48.4423416816,233.857143,,3220.5,676.766667,6702.7,2070.37931,,12332,415.896552,2737,,2038.1,25_May_09_June
9900,0.417493778,0.6870163058,-94.8162830151,48.4423416816,285.066667,,3410.933333,782.758621,6306.5,2409.966667,,9332.434783,552.633333,2822.555556,,2142.551724,25_May_09_June
9901,0.3581035095,0.6273745545,-94.7704226657,48.4423416816,291.692308,,3350.428571,907.928571,6188.107143,2388.25,,-1384.44,568.892857,2959.666667,,2532.571429,25_May_09_June
9902,0.3798039004,0.6849964082,-94.7245623164,48.4423416816,284.482759,152,3212.966667,965.2,6210.7,2219.533333,,2755.185185,522.1,2863.5,,2372.333333,25_May_09_June
9903,0.7032881528,1.0149979932,-94.6787019671,48.4423416816,262.464286,,3466.206897,858.206897,6659.206897,2279.896552,,6110.48,461.103448,2836.9,,2296.62069,25_May_09_June
9904,0.6619973216,0.9530824224,-94.6328416177,48.4423416816,253.034483,,3487.517241,844.517241,6662.517241,2311,,11103.37931,465.551724,2732.625,,2196.655172,25_May_09_June
9905,0.6894815221,1.194288069,-94.5411209191,48.4423416816,286.607143,,3182.37931,947.655172,6097.103448,2251.344828,,12286.857143,548.172414,2731.25,,2218.482759,25_May_09_June
9906,0.6754641403,0.9497173261,-94.4952605697,48.4423416816,235.066667,,3651.633333,748.034483,6871.133333,2377.033333,,12301.785714,438.827586,2730,,2244.4,25_May_09_June
9907,0.6729797572,0.9518188462,-94.4494002204,48.4423416816,225.076923,,3630.928571,730.285714,6959.5,2321.464286,,12299.653846,414.464286,2729.285714,,2269.607143,25_May_09_June
9908,0.4772028917,0.6555816034,-94.4035398711,48.4423416816,205.566667,,3656.833333,693.933333,7186.766667,2262.4,,12298.857143,369,2728,,2294.366667,25_May_09_June
9909,0.2766758551,0.4922043048,-94.2200984738,48.4423416816,288.62963,,3399.857143,930.137931,6344.827586,2367.931034,,-4839.615385,536.62069,2974.266667,,2321.206897,25_May_09_June
9910,0.567475022,0.6493645571,-94.1742381244,48.4423416816,265.111111,,3561.793103,843.034483,6605.068966,2392.357143,,-4855.8,490.655172,2972.727273,,2295.62069,25_May_09_June
9911,0.5839644913,0.8323571756,-94.1283777751,48.4423416816,295.214286,,3489.25,878.214286,6250.310345,2494.241379,,-4851.8,579.851852,2970.818182,,2269.827586,25_May_09_June
9912,0.5992404776,0.7320032269,-94.0825174258,48.4423416816,264.241379,,3463.517241,876.862069,6484.275862,2367.482759,,-4863.538462,506.931034,2970,,2244.413793,25_May_09_June
9913,0.5177722912,0.6644724285,-94.0366570764,48.4423416816,258.444444,,3739.533333,852.233333,6778.6,2502.666667,,-4882.615385,486.586207,2968.214286,,2217.566667,25_May_09_June
9914,0.530321572,0.7121389583,-93.9449363778,48.4423416816,292.296296,,3419.482759,911.142857,6299,2383.37931,,-4887.541667,543.758621,2964.9375,,2165.310345,25_May_09_June
9915,0.8514371291,1.1467179209,-93.8532156791,48.4423416816,294.857143,,3676,923.703704,6500.25,2530.678571,,-4881.583333,538.071429,2961.846154,,2112.285714,25_May_09_June
9916,1.0872750342,1.0059277892,-93.8073553298,48.4423416816,301.344828,,3506.931034,945.517241,6318.137931,2446.310345,,-4874.444444,551.517241,2960.166667,,2085.758621,25_May_09_June
9917,0.7267222426,0.8431000712,-93.7614949805,48.4423416816,324.758621,,3585.4,975.933333,6210.8,2591.433333,,-4870.153846,608.6,2958.833333,,2058.9,25_May_09_June
9918,0.6826545922,0.7582686096,-93.7156346311,48.4423416816,295.275862,,3357.034483,921.551724,6233.655172,2355.793103,,-4851.772727,549.827586,2957.384615,,2032.206897,25_May_09_June
9919,0.3633582549,0.6172882201,-93.6697742818,48.4423416816,312.62069,,3503.965517,856.62069,6085.392857,2620.862069,,-4854.576923,637.586207,2955.615385,,2005.103448,25_May_09_June
9920,0.7829879267,1.008817826,-93.6239139325,48.4423416816,304.9,,3597.366667,900.4,6275.6,2595.933333,,-4868.807692,596.407407,2953.9,,1978.433333,25_May_09_June
9921,0.817203601,1.0959533325,-93.5780535831,48.4423416816,326.428571,,3639,1042.37931,6184.413793,2675.310345,,-4878.64,634.310345,2953,,1951.551724,25_May_09_June
9922,0.8003645837,0.5919713875,-93.5321932338,48.4423416816,295.678571,,3416.965517,892.310345,6215.37931,2429.137931,,-4890.434783,566.464286,2951,,1924.310345,25_May_09_June
9923,0.5493277175,0.303673168,-93.4863328845,48.4423416816,298.482759,,3351.178571,929.655172,6092.655172,2451.034483,,-4911.521739,596.448276,2949.769231,,1898.172414,25_May_09_June
9924,0.8285744446,0.9904553571,-93.4404725351,48.4423416816,301.482759,,3511.857143,962.344828,6223.551724,2527.310345,,-4904.653846,588.137931,2948,,1870.862069,25_May_09_June
9925,0.8335830442,0.9480812933,-93.3946121858,48.4423416816,268.413793,,3422.310345,896.068966,6420.310345,2346.551724,,-4921.32,511.482759,2946.666667,,1844.068966,25_May_09_June
9926,0.750110995,1.0975700542,-93.2111707885,48.4423416816,315.862069,,3520,1105.357143,6177.275862,2552.758621,,-4966.5,606.965517,2940.2,,1734.793103,25_May_09_June
9927,0.8483262476,1.1320629716,-93.1653104392,48.4423416816,287.758621,,3730.448276,1021.310345,6476.586207,2629.206897,,-4968,561.071429,2939.153846,,1707.931034,25_May_09_June
9928,0.5438316688,0.6577864029,-93.1194500898,48.4423416816,283.033333,,3841.4,973.366667,6641,2639.266667,,-4959.037037,536,2937.727273,,1679.466667,25_May_09_June
9929,0.6393163006,0.6794009035,-100.7322680787,48.3794598994,491.576923,157,2639.153846,1813.961538,4461.692308,2477.384615,,12409.375,948.769231,2782,,602.083333,25_May_09_June
9930,0.4442836126,0.4051958482,-100.5946870307,48.3794598994,563.307692,157,1950.72,2432.615385,3411.038462,2200.576923,,12473.791667,1077.423077,2785.3,,705.384615,25_May_09_June
9931,0.5438838447,0.5903940648,-100.502966332,48.3794598994,490.916667,,2821.48,1868.08,4621.96,2631.416667,,12429.541667,966.92,2803.125,,581.72,25_May_09_June
9932,0.4093486935,0.4800283968,-100.4571059827,48.3794598994,470.192308,157,2847.346154,1897.615385,4744.384615,2595.5,,12436.416667,931.423077,2773.375,,839.64,25_May_09_June
9933,0.6293098144,0.713627778,-100.365385284,48.3794598994,484.44,157,2633.6,1980.92,4520.333333,2446.083333,,12295.72,930.96,2772.636364,,822.96,25_May_09_June
9934,0.4190025585,0.4425484553,-100.2736645854,48.3794598994,479.615385,,2250.384615,1665.846154,4001.384615,2207.923077,,12374.083333,921.423077,2782.75,6208,842.84,25_May_09_June
9935,0.5266862889,0.7452385947,-100.227804236,48.3794598994,429.2,152.666667,1772.52,1424.44,3330.24,1842.041667,,11058.25,849.04,2833.1,4844,1003.583333,25_May_09_June
9936,0.1897390023,0.0768544137,-100.1360835374,48.3794598994,471.5,,2337.076923,2104.538462,4184.115385,2276.884615,,12419.458333,935.269231,2714,,1608.76,25_May_09_June
9937,0.1360042691,0.2509727467,-100.0902231881,48.3794598994,572.8,157,1836.04,2786.04,3298.44,2146.92,,12438.818182,1091.68,2772.3,6208,1192.2,25_May_09_June
9938,0.2664593175,0.4909579426,-99.8609214414,48.3794598994,545.16,,1517.346154,2184.153846,2890.5,1883.192308,,12397.375,1026.961538,2801,6208,912.230769,25_May_09_June
9939,0.5048960712,0.5794908338,-99.8150610921,48.3794598994,541.72,,1836.48,2195.2,3355.12,2078.28,,12338.090909,1033.2,2800.2,,941.08,25_May_09_June
9940,0.1197444007,0.384463158,-99.7233403934,48.3794598994,562.5,,1827.615385,2181.692308,3285.346154,2109.653846,,12351.272727,1063.076923,2797.5,,999.307692,25_May_09_June
9941,0.1365200703,0.3188314599,-99.6316196948,48.3794598994,532.115385,157,1590.769231,2657.307692,3075.961538,1870.192308,,12395.8,990.423077,2785.272727,,1092.12,25_May_09_June
9942,0.0712273593,0.0863487398,-99.5857593454,48.3794598994,533.875,,1524.625,2685.64,2968.32,1846.16,,12419.136364,1002.96,2779.875,,1128.571429,25_May_09_June
9943,0.0582389594,0.1979755177,-99.5398989961,48.3794598994,574.923077,157,1421.8,2725.538462,2725.807692,1869.730769,,12465.791667,1071.769231,2782,,1146.846154,25_May_09_June
9944,0.0905623943,-0.0374704458,-99.4940386468,48.3794598994,548.16,,1568.6,2129.48,2992.833333,1889.88,,12470.73913,1013.56,2792.5,,1139.32,25_May_09_June
9945,0.0456801873,0.1068330547,-99.4481782974,48.3794598994,562.384615,,1397.807692,2651.153846,2700.576923,1838.461538,,12517.521739,1056.423077,2790.571429,,1167.48,25_May_09_June
9946,-0.0945554108,0.0888374881,-99.3564575988,48.3794598994,553.346154,157,1307.692308,2632.08,2610.615385,1741.961538,,12434.217391,1023.538462,2776.555556,,1258.423077,25_May_09_June
9947,0.0527678772,0.250703439,-99.3105972494,48.3794598994,557.32,,1418.230769,2443.846154,2757.346154,1815.346154,,12407.818182,1031.28,2787.444444,,1253.307692,25_May_09_June
9948,0.0623901958,0.2416468101,-99.2188765508,48.3794598994,577.076923,,1156.038462,2137.692308,2241.92,1714.923077,,12343.684211,1071.384615,2785,5184,1309.730769,25_May_09_June
9949,-0.1403661438,0.0104463589,-99.1730162014,48.3794598994,554.333333,,1288.96,2573.28,2592.16,1695.44,,12328,997.04,2780.125,4160,1410.652174,25_May_09_June
9950,-0.1246717391,-0.1100800184,-99.0354351535,48.3794598994,580.958333,,1152.12,2474.36,2325.16,1650.76,,12418.571429,1028.64,2780.888889,,1420.36,25_May_09_June
9951,0.0886178697,0.1868573518,-98.9437144548,48.3794598994,587.307692,145,1321.961538,2766.615385,2570.653846,1756.32,,11701.416667,1042.153846,2801.333333,,1474.730769,25_May_09_June
9952,-0.0074107101,0.1719983968,-98.8978541055,48.3794598994,591.96,,1332.12,2761.08,2575.32,1778.791667,,12443.391304,1046.4,2778,,1502.48,25_May_09_June
9953,-0.1858575828,-0.1332831755,-98.8519937561,48.3794598994,595.038462,148,1396.346154,2809.96,2669.5,1824.153846,1,12376.130435,1058.807692,2768.1,2181,1722,25_May_09_June
9954,-0.0815725848,0.0325383817,-98.7602730575,48.3794598994,602.692308,,1268.48,2784.307692,2459,1748.692308,,12364.130435,1059.846154,2774.5,,1585.423077,25_May_09_June
9955,-0.1531233018,-0.0860267207,-98.7144127081,48.3794598994,586.12,,1232.75,2820.72,2421.6,1728.04,,12340.318182,1052.5,2773.5,,1613.4,25_May_09_June
9956,0.0243525242,0.2182965811,-98.4851109615,48.3794598994,574.2,157,1260.2,2538.4,2517.96,1702.2,,12338.7,1020.28,2728.272727,,1884.92,25_May_09_June
9957,-0.1855507494,-0.190063322,-98.4392506122,48.3794598994,606.84,157,1279.423077,2681.961538,2476.846154,1735.576923,,12360.48,1045.730769,2754.125,,1809.384615,25_May_09_June
9958,0.0399835749,0.0967728781,-98.3933902628,48.3794598994,600.461538,,1428.576923,2437.038462,2700.2,1833.461538,,12368.791667,1052.576923,2767,,1802.384615,25_May_09_June
9959,-0.0125328856,0.1622051692,-98.3475299135,48.3794598994,605.44,157,1385.12,2672.72,2613.32,1846.6,,12378.45,1080.36,2733.857143,,1900.869565,25_May_09_June
9960,0.0345460558,0.2300863396,-98.1182281668,48.3794598994,503.461538,150,1474.038462,2288.576923,3008.192308,1727.423077,,12214.956522,929,2668.5,,2591.083333,25_May_09_June
9961,0.3161092983,0.5071508205,-97.8889264202,48.3794598994,508.2,154,2263.16,2650.4,3992.08,2265.44,,12233.590909,973.2,2742.384615,,1988,25_May_09_June
9962,0.2724307347,0.5027705915,-97.7513453722,48.3794598994,478.653846,,2224.576923,2546.384615,4044.807692,2119.346154,0,10775.217391,882.192308,2720.384615,,2367.583333,25_May_09_June
9963,0.1624663677,0.2895356783,-97.5220436256,48.3794598994,431.166667,148,1457.833333,2471.958333,3298.666667,1498.347826,0,12151.238095,745.708333,2725.615385,2112,2539.789474,25_May_09_June
9964,0.0740225833,0.2401143285,-97.4761832762,48.3794598994,439,,1449.884615,2302.346154,3311.115385,1496.538462,,12162,756.730769,2746.416667,,2017.541667,25_May_09_June
9965,0.0823940778,0.0072743009,-97.0634401322,48.3794598994,449.884615,,1128.538462,1808.64,2745.615385,1289.615385,,12368.52,732.692308,2783.5,,727.846154,25_May_09_June
9966,0.427468006,0.4960897928,-96.6506969883,48.3794598994,648.12,,1743.538462,3334.884615,3017.884615,2137.538462,,12450.954545,1146.88,2772.5,,985.846154,25_May_09_June
9967,0.4927118197,0.5807784051,-96.2838141936,48.3794598994,445.666667,,2950.28,1843.84,4975.76,2568.48,1,12496.55,865.12,2764.111111,2181,1211.68,25_May_09_June
9968,0.2250783009,0.2898141085,-95.9627917483,48.3794598994,355.8,,2555.52,1077.32,5054.16,2037.64,,12387.578947,670.88,2756.1,6208,1408.8,25_May_09_June
9969,0.6305291835,0.8900847203,-95.6876296523,48.3794598994,504.72,152.5,2404.12,2208.68,4235.08,2276.28,,10070.5,926.52,2806.916667,,2119.083333,25_May_09_June
9970,0.716830853,1.0861393081,-95.4583279057,48.3794598994,332.96,,2117.28,1041.4,4580.2,1739.32,,12329.736842,631.84,2744.75,,1711.56,25_May_09_June
9971,0.4409571439,0.6598880962,-95.4124675564,48.3794598994,296.12,,2259.615385,866.384615,5168.923077,1701.08,,12335.269231,550.615385,2743.6,,1737.692308,25_May_09_June
9972,0.738571167,0.911247123,-95.366607207,48.3794598994,241.6,,2447.2,798.08,5623.72,1723.04,,12347.4,464.52,2742.75,,1765.458333,25_May_09_June
9973,0.7284706235,0.89513279,-95.3207468577,48.3794598994,291.038462,,2745.461538,964.192308,5606.307692,2020.153846,,11644.291667,564.461538,2779.857143,,1834.692308,25_May_09_June
9974,0.7659775913,0.994200781,-95.2748865084,48.3794598994,299.807692,,3097.346154,906.730769,5927.769231,2232.461538,,12376.590909,571.384615,2740.25,,1818.423077,25_May_09_June
9975,0.6349319816,0.9688249156,-95.229026159,48.3794598994,317.833333,,2851.208333,1014.083333,5586.75,2144.625,,12385.478261,616.75,2739.428571,,1843.875,25_May_09_June
9976,0.4993949259,0.6444361253,-95.1831658097,48.3794598994,389.62963,,2482.666667,1321.62963,4732.37037,2148.888889,,11732.307692,775.518519,2775.857143,,1905,25_May_09_June
9977,0.4209494337,0.6668294638,-95.1373054604,48.3794598994,413.769231,149.75,2519.307692,1439.846154,4655.769231,2244.192308,,8670.73913,828.807692,2813.142857,,2074.307692,25_May_09_June
9978,0.5825624973,0.673855982,-95.091445111,48.3794598994,360.541667,,2821.958333,1250.583333,5278.833333,2258.75,,4945.478261,709.416667,2882.888889,,2321.708333,25_May_09_June
9979,0.5392720252,0.7918781553,-95.0455847617,48.3794598994,315.777778,,2940.777778,1017.777778,5697.962963,2168.961538,,9623.88,596.666667,2761.8,,2105.555556,25_May_09_June
9980,0.453497899,0.6308745217,-94.953864063,48.3794598994,287,,2968.96,946.64,5899.96,2125.56,,12304.086957,550.44,2733.555556,,2003.32,25_May_09_June
9981,0.3959824695,0.5912877899,-94.8162830151,48.3794598994,236.304348,149,3079.08,801.56,6471.230769,2037.192308,,5637.826087,440.461538,2874.444444,,2320.692308,25_May_09_June
9982,0.3100363132,0.573228995,-94.7704226657,48.3794598994,207.461538,,2935.296296,673.555556,6643.740741,1852.333333,,12314.888889,377.481481,2729.857143,,2107.666667,25_May_09_June
9983,0.2649910978,0.434451527,-94.7245623164,48.3794598994,254.625,,2992.26087,831.083333,6278.416667,1995.521739,,9885.857143,468.958333,2839.571429,,2190.666667,25_May_09_June
9984,0.4138758153,0.5724633396,-94.6787019671,48.3794598994,279.16,,2844.5,928.88,5852.576923,2009,,12321.96,524.269231,2727.4,,2158.576923,25_May_09_June
9985,0.5516924792,0.7669629554,-94.6328416177,48.3794598994,284.307692,,2852.423077,955.307692,5808.923077,2047.576923,,12329.958333,544.884615,2726.714286,,2184.346154,25_May_09_June
9986,0.5095241107,0.6563278344,-94.5411209191,48.3794598994,281.230769,,3030.307692,900.384615,5934.230769,2182.461538,,12312.5,560.04,2724,,2235.153846,25_May_09_June
9987,0.2775966518,0.23563914,-94.4952605697,48.3794598994,252.115385,,3228.115385,741.769231,6318.230769,2228.769231,,12282.44,503.96,2723.555556,,2261.807692,25_May_09_June
9988,0.3866289863,0.5671071298,-94.4494002204,48.3794598994,296,,3404.36,772.8,6145.68,2476.92,,12259.304348,594.5,2723.5,,2287,25_May_09_June
9989,0.3584118113,0.5005581563,-94.4035398711,48.3794598994,272.576923,,3295.730769,773.307692,6260.384615,2318.923077,,12244.04,534.8,2722.333333,,2312.807692,25_May_09_June
9990,0.4986561951,0.6761447361,-94.3576795217,48.3794598994,230.08,,3234.36,714.56,6623.8,2118.4,,12238.166667,440.125,2720.285714,,2337.68,25_May_09_June
9991,0.6140746251,0.6236877963,-94.3118191724,48.3794598994,236.807692,,3136.307692,818.115385,6466.384615,2095.923077,,5255.227273,459.96,2867.166667,,2355.333333,25_May_09_June
9992,0.4287317549,0.637330059,-94.2659588231,48.3794598994,323.083333,,2843.2,1133.4,5484.88,2196.08,,-4855.48,649.44,2970.214286,,2336.52,25_May_09_June
9993,0.551532045,0.7116889879,-94.2200984738,48.3794598994,264.68,,3219.692308,904.423077,6279.692308,2224.115385,,-4867.478261,510.807692,2968.7,,2310.923077,25_May_09_June
9994,0.7753292326,1.0049845758,-94.1742381244,48.3794598994,217.541667,,3593.72,627.6,7101.6,2225.88,,-4871.043478,376.84,2967.307692,,2284.6,25_May_09_June
9995,0.5835774957,0.6706268688,-94.1283777751,48.3794598994,221.230769,,3636.346154,670.75,7039.692308,2295.538462,,-4860.608696,397.227273,2965.555556,,2258.538462,25_May_09_June
9996,0.5340859831,0.5949171185,-94.0825174258,48.3794598994,253.916667,,3480.192308,749.958333,6629.5,2325.884615,,-4854.681818,479.28,2964.090909,,2231.961538,25_May_09_June
9997,0.7046429254,0.7470330293,-93.9907967271,48.3794598994,235.32,,3576.038462,739.769231,6836.538462,2318.6,,-4834.727273,435.115385,2961,,2179.307692,25_May_09_June
9998,0.6732919912,0.665047235,-93.9449363778,48.3794598994,258.115385,,3530.807692,798.653846,6678.461538,2327.076923,,-4821.5,465.346154,2959.333333,,2152.115385,25_May_09_June
9999,0.6828724614,0.8690069829,-93.8990760284,48.3794598994,274.130435,,3429.708333,854.956522,6464.916667,2317.458333,,-4821.45,498.5,2957.818182,,2126.541667,25_May_09_June
10000,0.5416942716,0.7769039243,-93.8532156791,48.3794598994,285.703704,,3396.37037,810.148148,6368.407407,2322.269231,,-4836.909091,522,2956.2,,2100.111111,25_May_09_June
10001,0.7148834735,1.4911722898,-93.8073553298,48.3794598994,271.166667,,3709.04,871.88,6705.458333,2464.88,,-4849.333333,486.916667,2954.583333,,2073.2,25_May_09_June
10002,0.7719390626,1.0968533776,-93.7614949805,48.3794598994,277.75,,3365,816.16,6407.28,2290.04,,-4864.380952,507.25,2953.5,,2047.16,25_May_09_June
10003,0.9850130379,0.9764131804,-93.7156346311,48.3794598994,316.925926,,3514.555556,1036.5,6226.185185,2507.37037,,-4870.666667,587.703704,2951.727273,,2020.518519,25_May_09_June
10004,0.2177984387,0.2613233797,-100.9615698253,48.3165781171,571.357143,150,2091.714286,2548.464286,3592.535714,2338.821429,,12579.833333,1112.035714,2728.545455,,1015.576923,25_May_09_June
10005,0.4129012972,0.5546575797,-100.8698491267,48.3165781171,528.533333,150,2403.4,2108.266667,4101.466667,2422.833333,,12219.166667,1024.275862,2749.125,,961.923077,25_May_09_June
10006,0.5450500786,0.601741007,-100.778128428,48.3165781171,488.321429,152,2169.965517,1598.103448,3916.241379,2174.827586,,11694.384615,931,2785.75,6208,692.137931,25_May_09_June
10007,0.5318646381,0.8043032487,-100.7322680787,48.3165781171,488.2,157,2398.933333,1658.166667,4214.533333,2280.066667,,12323,911.2,2783,4160,548.642857,25_May_09_June
10008,0.7879555236,0.8223777786,-100.64054738,48.3165781171,465.857143,157,2877.333333,1818.833333,4826.633333,2567.166667,,12426.04,902.066667,2726.538462,,951.846154,25_May_09_June
10009,0.5594952703,0.6220098883,-100.5488266814,48.3165781171,524.931034,157,2690.413793,2146.37931,4399.172414,2610.758621,,12248.076923,1023.344828,2798.625,,615.541667,25_May_09_June
10010,0.8581967977,1.02970236,-100.502966332,48.3165781171,525.607143,,2742.321429,2046.517241,4470.206897,2669.37931,,12391.416667,1027.310345,2783.25,,681.666667,25_May_09_June
10011,0.6266705479,0.7969627678,-100.4112456334,48.3165781171,501.137931,157,2407.310345,2337.034483,4179.068966,2391.103448,,12356.454545,991,2728.2,,1308.28,25_May_09_June
10012,0.4725174109,0.3983404239,-100.3195249347,48.3165781171,495.333333,,2174.866667,2473.966667,3909.2,2180,,12452.652174,946.333333,2701.5,,1557.714286,25_May_09_June
10013,0.2375380003,0.3830327562,-100.2736645854,48.3165781171,545.178571,,1979.428571,2567.964286,3545.035714,2199.928571,,12470.555556,1058.571429,2711.272727,,1472.884615,25_May_09_June
10014,0.2264697216,0.3353153525,-100.1819438867,48.3165781171,513.9,,1879.633333,2474.2,3503.6,2075.7,,12454.84,1003.4,2757.4,,1041.777778,25_May_09_June
10015,0.4379081596,0.6980874562,-100.0902231881,48.3165781171,577.9,,1692.3,2356.566667,3035.533333,2067.933333,,12438.2,1093.133333,2800.75,4160,784.333333,25_May_09_June
10016,0.4079178881,0.4522044222,-100.0443628387,48.3165781171,570.137931,,1978.103448,2498.62069,3439.896552,2247.517241,,12380.703704,1096.172414,2799.5,,814.206897,25_May_09_June
10017,0.2592190988,0.4906726293,-99.8609214414,48.3165781171,550.035714,,1811.344828,1953,3284.793103,2053.103448,,12424.714286,1028.793103,2794.875,6208,929.344828,25_May_09_June
10018,0.3749648586,0.3569280684,-99.8150610921,48.3165781171,460.678571,,1713.793103,1522.034483,3421.241379,1816.413793,,12441.666667,877.931034,2794,6208,957,25_May_09_June
10019,0.5170468837,0.7310392165,-99.7692007427,48.3165781171,542.172414,,2199.533333,1966.7,3795.333333,2312.766667,,12443.8,1038.5,2792.875,4160,985.933333,25_May_09_June
