fid,sif_mean_735,sif_mean_743,longitude,latitude,B_REFL_mean,COMP_mean,EVI_mean,MIR_REFL_mean,NDVI_mean,NIR_REFL_mean,PXL_REL_mean,RAA_mean,R_REFL_mean,SZA_mean,VIQ_mean,VZA_mean,Window
149,0.3477653656,0.4657431673,-93.4404725351,49.4484501976,244.896552,,2535.275862,763.137931,5959.178571,1696.448276,,-4567.4,431.517241,3015.727273,,1268.428571,25_May_09_June
150,0.2342080123,0.3612782934,-93.3946121858,49.4484501976,238.925926,,2556,775.481481,5973.642857,1712.035714,,-4609.384615,429.678571,3015.071429,2112,1375.464286,25_May_09_June
151,0.3728718619,0.3400543737,-93.3028914871,49.4484501976,250.9,149,2417.366667,775.566667,5779.5,1658.166667,,-4124.964286,447.275862,3004,6208,761.862069,25_May_09_June
152,0.5587091148,0.5672148028,-93.2111707885,49.4484501976,237.521739,147,2561.75,714.785714,5981.428571,1716.857143,,-3247.178571,431.357143,2971,,61.333333,25_May_09_June
153,0.4280663501,0.5732368398,-93.1653104392,49.4484501976,251,,2624.566667,770.966667,5936.233333,1781.366667,,-3539.758621,453.866667,2970.444444,,37.32,25_May_09_June
154,0.3914869549,0.4649454532,-93.1194500898,49.4484501976,253.535714,,2781.321429,795.5,6084.178571,1867.035714,,-3469.166667,452.607143,3014.928571,6208,1243.115385,25_May_09_June
155,0.4136110619,0.4232898429,-94.3118191724,49.3855684154,242.714286,,2661.071429,664.357143,5868.428571,1776.928571,,-4923.307692,414.714286,3044,6208,2021.785714,25_May_09_June
156,0.2354145907,0.4908131808,-93.9907967271,49.3855684154,232.571429,,2802.857143,597.785714,5957.035714,1874.392857,,-4945.818182,399.392857,3049.5,,2364.25,25_May_09_June
157,0.6993765661,0.9601556105,-93.8532156791,49.3855684154,210.222222,147,2623.964286,397.464286,6530.428571,1600.678571,,-4934.5,320.178571,3034.916667,4842.666667,2156.25,25_May_09_June
158,0.4543890189,0.6367420666,-93.7614949805,49.3855684154,196.785714,,2181.035714,366.62069,6042.586207,1357.689655,,-4949.444444,292.517241,3041.833333,,2238,25_May_09_June
159,0.2538877014,0.6051243345,-93.6697742818,49.3855684154,292.607143,,2860.827586,743.62069,6058.344828,1903.241379,,-4829.62069,462.206897,3002.666667,6208,965.965517,25_May_09_June
160,0.238409253,0.4283991408,-93.5780535831,49.3855684154,223.071429,,2963.892857,607.571429,6593.321429,1883.785714,,-4980.807692,380.25,3036.090909,6208,2135.214286,25_May_09_June
161,0.2254428323,0.3382828589,-93.5321932338,49.3855684154,239.035714,,3149.142857,698.178571,6608.392857,2020.892857,,-4908.041667,413.035714,3034.888889,,1975.928571,25_May_09_June
162,0.4055531531,0.4264810256,-93.4863328845,49.3855684154,246.137931,147,3106.566667,761.366667,6491.733333,2029.7,,-4927.9,430.633333,3021.533333,6208,1834.733333,25_May_09_June
163,0.4192343386,0.8554565869,-93.3028914871,49.3855684154,232.444444,149,2788.071429,730.785714,6255.5,1837.5,,-4731.961538,419.214286,3002.333333,6208,1306,25_May_09_June
164,0.4148592928,0.5341875723,-93.2111707885,49.3855684154,237.137931,,2525.310345,788.172414,5887.206897,1722.321429,,-3979.862069,444.689655,2965,4160,40.62963,25_May_09_June
165,0.332636382,0.6296669096,-93.1653104392,49.3855684154,271.5,,2497.964286,915.892857,5592.214286,1781.321429,,-2178.392857,503.428571,2973.75,2112,159.518519,25_May_09_June
166,0.4262017097,0.3350166029,-93.0735897405,49.3855684154,254,,2538.896552,750.642857,5817.551724,1742.758621,,7911.344828,456.862069,2973.733333,6208,367.206897,25_May_09_June
167,0.0734149391,0.4321382871,-98.8519937561,49.3226866331,519.16,,2006.88,2528.083333,3622.32,2157.32,,12345,1007.08,2866.75,4160,1273.6,25_May_09_June
168,0.3234835091,0.2529691,-98.8061334068,49.3226866331,428.083333,,2299.04,1832.08,4332.48,2096.96,,12321.526316,818.56,2865.8,6208,1301.8,25_May_09_June
169,0.1331514493,0.1326661867,-98.4851109615,49.3226866331,392.92,150,1322.72,1753.16,3157.12,1420.12,,-1827.0625,732.625,3002.875,,1392.083333,25_May_09_June
170,0.30973802,0.3614884413,-98.4392506122,49.3226866331,426.833333,152.333333,1549.4,2235.44,3347.52,1633.44,,9549.368421,805.4,2862.9,,1773,25_May_09_June
171,0.2655802154,0.5680282099,-98.3933902628,49.3226866331,407,149.25,2151.72,1851.84,4240.32,1993.72,,9676.3,804,2899.333333,5184,1823.086957,25_May_09_June
172,0.6187198886,0.7707258293,-94.4035398711,49.3226866331,243.708333,,2654.958333,696.5,6173.541667,1753.916667,,-4930.136364,415.375,3057.666667,5184,2578.375,25_May_09_June
173,0.6667958597,0.6810789158,-94.3576795217,49.3226866331,266.777778,,3065.222222,854.888889,6267.444444,2060.62963,,-4926.318182,473.666667,3056.076923,,2552.888889,25_May_09_June
174,0.3480062857,0.4035540149,-94.3118191724,49.3226866331,277.826087,,3060.25,889.416667,6158.791667,2096.478261,,-4919.428571,497.913043,3054.666667,2112,2528.333333,25_May_09_June
175,0.4850171847,0.5121941566,-93.7614949805,49.3226866331,244,,3078.25,606.25,6612.333333,1944.083333,,-4847.391304,392.375,3030.3,,1762.666667,25_May_09_June
176,0.3079240136,0.4731341717,-93.6239139325,49.3226866331,180.791667,,2288.416667,325.541667,6578.458333,1346.041667,,-5001.347826,266.25,3031.727273,5184,2148.75,25_May_09_June
177,0.5500211194,0.83472725,-93.5780535831,49.3226866331,168.923077,,2151.538462,299.115385,6571.192308,1264.423077,,-5001.909091,245.192308,3030.625,,2123.115385,25_May_09_June
178,0.1823480844,0.6437771618,-93.5321932338,49.3226866331,166,,1792.56,246,6053.28,1060.04,,-4988.863636,229,3029.363636,6208,2096.76,25_May_09_June
179,0.5258386541,0.7359689193,-93.4404725351,49.3226866331,251.208333,147,3063.12,720.375,6429.08,2007.64,,-4996.521739,436.44,3019.888889,6208,1894.44,25_May_09_June
180,0.2766379202,0.5018634461,-93.3946121858,49.3226866331,243.48,147,2825.52,687.28,6301.08,1836.88,,-5142.761905,415.25,3013.2,6208,1717.56,25_May_09_June
181,0.3299123999,0.4397406857,-93.3487518365,49.3226866331,257.916667,,2675.92,641.28,6086.12,1747,,-4688.65,415.16,2993.083333,6208,1010.92,25_May_09_June
182,0.5031005243,0.6180752101,-93.2570311378,49.3226866331,272.269231,,2601.923077,739.48,5888.461538,1743.923077,,-2857.846154,449.5,2960.777778,6208,52.230769,25_May_09_June
183,0.5254749428,0.6679813992,-93.1653104392,49.3226866331,260.884615,,2701.576923,812.846154,6026.192308,1816.5,,-3581.043478,451.807692,3017.363636,6208,1731.416667,25_May_09_June
184,0.308086959,0.3776790574,-99.7692007427,49.2598048509,531.964286,157,1885.964286,2427.142857,3450.178571,2108.071429,1,12383.5625,1031.428571,2811.125,2181,1196.95,25_May_09_June
185,0.2900147312,0.3744512424,-99.7233403934,49.2598048509,573.275862,157,1556.37931,2749.448276,2876.965517,1994.206897,1,12396.869565,1101.758621,2869.2,2181,793.333333,25_May_09_June
186,0.3938631548,0.3643186683,-99.5398989961,49.2598048509,497.25,,2049.551724,2246.689655,3759,2107.103448,,12306.5,947.142857,2876.375,,873,25_May_09_June
187,0.3732588174,0.5871871944,-99.4940386468,49.2598048509,444.034483,,2120.241379,1872.103448,3958.758621,2058.758621,,12235.75,863.37931,2875.833333,6208,901.357143,25_May_09_June
188,0.2139345827,0.3075043617,-99.4481782974,49.2598048509,395.2,154.5,2391.433333,1682.2,4365.766667,2149.933333,,11564.52,795.433333,2866.75,,964.37931,25_May_09_June
189,0.5540513545,0.8368779527,-99.4023179481,49.2598048509,516.296296,,1922.925926,2258.111111,3536.518519,2126.740741,,12285.26087,1019.555556,2872.8,6208,959.62963,25_May_09_June
190,0.4891706577,0.7247990327,-99.1730162014,49.2598048509,495.925926,154,2295.666667,2313.407407,4012.666667,2301.925926,,9575.12,969.703704,2860.8125,6208,1182.111111,25_May_09_June
191,0.3139499586,0.4446296585,-99.1271558521,49.2598048509,501.37931,,2069.62069,2466.133333,3762.366667,2126.866667,,12366.607143,960.266667,2866.428571,4160,1124.733333,25_May_09_June
192,0.56591957,0.6432485332,-98.9437144548,49.2598048509,507.857143,,1882.928571,2478.071429,3528.642857,2035.178571,,12290.956522,974.964286,2863.428571,,1236.740741,25_May_09_June
193,0.2087711783,0.3263996161,-98.8519937561,49.2598048509,538.392857,,1800.321429,2410.178571,3315.928571,2072.892857,,12284.894737,1042.892857,2860.111111,,1293.107143,25_May_09_June
194,0.2543598218,0.2984140991,-98.7602730575,49.2598048509,472.107143,,2034.655172,2240.517241,3818.172414,2061.551724,,12315.458333,916.481481,2858.285714,6208,1347.413793,25_May_09_June
195,0.2893024658,0.5908989489,-98.7144127081,49.2598048509,456.481481,147,2526.285714,1874.964286,4476.678571,2327.392857,,11644.653846,886.928571,2890.375,4160,1438.285714,25_May_09_June
196,0.4941834517,0.6521675795,-98.6685523588,49.2598048509,462.833333,,2298.033333,2177.966667,4191.033333,2192.413793,,12336.36,892.133333,2856.833333,,1401.62069,25_May_09_June
197,0.0196287699,0.2894720994,-93.3946121858,49.2598048509,193.107143,147,2396.964286,456.142857,6256.178571,1474.25,,-4824.166667,299.857143,3011.066667,6208,1872.285714,25_May_09_June
198,0.1243844454,0.3064580063,-93.2570311378,49.2598048509,249.071429,,3174.785714,749.821429,6463.321429,2093.071429,,-5351.04,446.296296,3006.076923,2112,1657.357143,25_May_09_June
199,0.4919594824,0.6336233103,-99.7692007427,49.1969230686,410.333333,157,2883.52,1886.76,5044.52,2436.72,,12399.391304,801.16,2797.692308,,1354.807692,25_May_09_June
200,0.3266926613,0.5196546689,-99.6774800441,49.1969230686,553.88,,1998.32,2360.84,3529.48,2193.88,,12237.55,1046.96,2873.5,4160,804.875,25_May_09_June
201,0.4131145598,0.4698891044,-99.5857593454,49.1969230686,526.4,157,2107.076923,2296.230769,3734.269231,2239.52,,12306.695652,1022.846154,2820,,1146.923077,25_May_09_June
202,0.1748260739,0.2738663573,-99.5398989961,49.1969230686,553.541667,,1977.833333,1990.375,3426,2305.041667,,12284.772727,1126.958333,2870.444444,,892.217391,25_May_09_June
203,0.2624607519,0.4002109715,-99.4940386468,49.1969230686,506.08,,2083.04,1872.84,3698,2250,,12325.75,1032.32,2869.285714,,917.8,25_May_09_June
204,0.2813680675,0.4630835494,-99.4481782974,49.1969230686,481.666667,,1822.92,2325.72,3460.92,2011.76,1,12348.833333,974.84,2868.333333,2181,947.28,25_May_09_June
205,0.1995272231,0.2811532663,-99.4023179481,49.1969230686,489.24,157,2012.653846,2282.846154,3744.615385,2098.230769,1,9285.909091,955.038462,2857.916667,2181,1041.04,25_May_09_June
206,0.354053326,0.4895685972,-99.3564575988,49.1969230686,485.44,154.5,2867,2080.36,4697.36,2628.8,,2931.818182,951.56,2870.266667,,1087.652174,25_May_09_June
207,0.5737325847,0.6252736449,-99.3105972494,49.1969230686,449.72,152.75,2674.72,2014,4601.08,2461.32,,8559.222222,907.2,2860,,1249.086957,25_May_09_June
208,0.500070792,0.6085709637,-99.2188765508,49.1969230686,428.52,157,1852.28,1786.96,3633.28,1870,,12373.157895,831.92,2807,4160,1348.583333,25_May_09_June
209,0.3002843931,0.3531641322,-99.1730162014,49.1969230686,422.923077,148.333333,2083.846154,1603.923077,3948.115385,1942.538462,,9130.5,787.5,2885.714286,6208,1185.96,25_May_09_June
210,0.2523445019,0.3424984845,-99.1271558521,49.1969230686,480.583333,148,1910.25,1863.333333,3609.583333,1943.75,,12280.166667,872.708333,2855.846154,,1279.391304,25_May_09_June
211,0.6460007969,0.6977433413,-99.0812955028,49.1969230686,444.75,,3062.56,1792.96,5069.48,2616.36,,6711.105263,850.125,2867,,1110.72,25_May_09_June
212,0.4089180844,0.5078754516,-99.0354351535,49.1969230686,454.64,151.875,2975.08,1875.68,4952.4,2590.6,,8614.684211,873.458333,2871.615385,,1333,25_May_09_June
213,0.199954746,0.4856328432,-98.9895748041,49.1969230686,507.583333,,2165.88,2342.96,3850.68,2246.583333,,12282.047619,1004.92,2858.25,,1226.92,25_May_09_June
214,0.2638586428,0.3683697407,-98.9437144548,49.1969230686,558.541667,157,1750.115385,2610.269231,3164.038462,2098.346154,,12352.833333,1087.307692,2843.666667,,1289.88,25_May_09_June
215,-0.0184149841,0.3036987434,-98.8978541055,49.1969230686,565.291667,147,1562.24,2674.24,2916.36,1969.92,,11362.941176,1081.08,2885.666667,,1362.44,25_May_09_June
216,0.0847582258,0.1472468091,-98.8519937561,49.1969230686,508.8,157,1708.72,2624.44,3306.56,1908.72,,12344.136364,961.16,2841.25,,1344.32,25_May_09_June
217,0.0942864642,0.1698425912,-98.8061334068,49.1969230686,526,,1513.708333,2758.44,2952.84,1842.28,,12356.086957,1002.2,2853.777778,,1336.32,25_May_09_June
218,0.23594923,0.2960492809,-98.7144127081,49.1969230686,471.76,,1546.269231,2598.807692,3177,1747.346154,,12371.130435,904.076923,2852.6,4160,1390.038462,25_May_09_June
219,0.3278904742,0.5908554355,-98.6685523588,49.1969230686,427.583333,153.666667,2217.875,2098.73913,4255.833333,2056.875,,11469.05,827.166667,2836.846154,,1668.666667,25_May_09_June
220,-0.1749475229,0.0107530544,-97.3386022282,49.1969230686,503.692308,153,1676.423077,2256.730769,3356.923077,1789.538462,1,9329.666667,889.423077,2905.142857,2181,3003.857143,25_May_09_June
221,-0.1883953316,-0.0214248234,-97.2927418789,49.1969230686,478.416667,156,1512.12,1988.6,3139.08,1674.48,,2048.7,865.44,2861.777778,,3092.208333,25_May_09_June
222,0.2237316832,0.359560971,-99.6316196948,49.1340412864,541.551724,157,2023.034483,2517.896552,3594.103448,2193.586207,,12374.071429,1034.068966,2843.3,4160,914.551724,25_May_09_June
223,0.4828001615,0.7866749372,-99.5857593454,49.1340412864,514.678571,157,2204.964286,2452.892857,3889.25,2261.714286,,12377.869565,995.464286,2852.777778,,947.481481,25_May_09_June
224,0.3703045569,0.4974666774,-99.4481782974,49.1340412864,502.178571,,2126.25,2195.357143,3770.428571,2239.535714,,12428.25,1004.5,2862.444444,,995.178571,25_May_09_June
225,0.5896611959,0.7074524499,-99.4023179481,49.1340412864,506.103448,155.333333,2437.37931,2230.310345,4144.931034,2430.37931,1,2183.125,1003.068966,2853.230769,2181,1364.26087,25_May_09_June
226,0.7215887574,0.8076931706,-99.3564575988,49.1340412864,478.5,154,2552.392857,2040.142857,4358,2448.678571,,2355.380952,963.148148,2834.692308,,1333.5,25_May_09_June
227,0.5933627071,0.8792486872,-99.3105972494,49.1340412864,537.7,157,2477.833333,2140.233333,4110.9,2530.133333,,936.347826,1062.866667,2841,,1212.814815,25_May_09_June
228,0.3053161986,0.4181768175,-99.2647369001,49.1340412864,544.172414,157,2154.517241,2096.586207,3692.137931,2342.931034,,6174.956522,1073.074074,2838.090909,,1132.666667,25_May_09_June
229,0.2614254249,0.5133802223,-99.2188765508,49.1340412864,531.107143,153.666667,2091.178571,2127.75,3655.642857,2295.964286,,8705.166667,1066.851852,2856.866667,,1178.692308,25_May_09_June
230,0.2446052145,0.4393300733,-99.1271558521,49.1340412864,520.925926,152,2675.535714,1897.821429,4368.785714,2596.428571,,-1286.5,1016.555556,2903.375,,927.44,25_May_09_June
231,0.5069102574,0.5302567957,-99.0812955028,49.1340412864,507.931034,157,2533.633333,2139.933333,4266.866667,2457.333333,,6359.521739,983.333333,2825.666667,,1195.413793,25_May_09_June
232,0.2975590199,0.4607158303,-99.0354351535,49.1340412864,523.821429,147,2295.714286,2219.785714,3958.178571,2356.214286,,9952.045455,1020.464286,2899.142857,,1323.875,25_May_09_June
233,0.2917599976,0.5164034324,-98.9895748041,49.1340412864,525.827586,152,1955.896552,2539.275862,3522.068966,2143.517241,,11673.76,1021.586207,2836.636364,,1530.137931,25_May_09_June
234,-0.0789894685,0.0812225507,-98.9437144548,49.1340412864,559.321429,,1687.310345,2678.034483,3099.75,2035.172414,,12351.892857,1068.034483,2837.125,,1302.107143,25_May_09_June
235,0.1211893367,0.3016136792,-98.8978541055,49.1340412864,484.703704,157,1585.107143,2819.535714,3219.464286,1772.62963,,12390.125,911.321429,2800.777778,,1570.230769,25_May_09_June
236,0.0176616199,0.2726639028,-98.8061334068,49.1340412864,523.964286,,1569.392857,2821.785714,3058.392857,1873.821429,,12333.269231,999.321429,2830.538462,,1448.714286,25_May_09_June
237,0.1652080028,0.2774680933,-98.7602730575,49.1340412864,534.785714,,1584.137931,2728,3027.586207,1902.068966,,12300.208333,1013.642857,2846.375,,1380.586207,25_May_09_June
238,0.0968866283,0.1608401261,-98.7144127081,49.1340412864,473,157,1591.241379,2593.896552,3254.586207,1758.068966,,12279.636364,892.689655,2813.857143,4160,1471.714286,25_May_09_June
239,0.0138420695,0.2484080028,-98.6685523588,49.1340412864,475.857143,157,1543.428571,2569.035714,3160.785714,1750.5,,12283.136364,904.814815,2822.6,4160,1500.555556,25_May_09_June
240,0.2433761726,0.4798414521,-98.6226920095,49.1340412864,437.482759,157,1651.833333,2492.3,3397.3,1774.233333,1,12293.952381,866.833333,2789.1,2181,1650.964286,25_May_09_June
241,0.2065965729,0.3481819986,-98.5768316602,49.1340412864,429.75,,2533.285714,1924.392857,4596.857143,2262.178571,,12301.181818,836.481481,2843,,1490.285714,25_May_09_June
242,0.2254347205,0.4350196095,-97.4761832762,49.1340412864,523.642857,156.75,1809.035714,2360.392857,3452.464286,1878.392857,,7124.45,905.071429,2850.25,,2704.375,25_May_09_June
243,0.0768627343,0.1637814408,-97.4303229269,49.1340412864,469.785714,155,1841.535714,2346.607143,3668.214286,1806.285714,1,9243.043478,825.222222,2816.083333,2181,2881.16,25_May_09_June
244,0.0239531529,0.1491742765,-97.3844625776,49.1340412864,499.178571,152.333333,1888.137931,2451.310345,3608.62069,1896.793103,1,8339,871.517241,2836.285714,2181,2826.173913,25_May_09_June
245,0.2068919565,0.4063246974,-99.2188765508,49.0711595041,586.5,157,2002.269231,2500.461538,3425.423077,2308.384615,,3751.8,1131.807692,2839.8,,1091.347826,25_May_09_June
246,0.2466872504,0.4132211339,-99.1730162014,49.0711595041,545.6,154.5,1958.72,2533.8,3498.4,2180.68,,7594.590909,1050.88,2850.416667,,1217.227273,25_May_09_June
247,0.1226671711,0.4051404297,-98.9437144548,49.0711595041,527.36,,1513.44,2820.4,2963.72,1837.32,,12307.526316,997.12,2844.4,,1287.48,25_May_09_June
248,0.0777465415,0.2810383302,-98.8978541055,49.0711595041,563.153846,,1478.08,2944.384615,2819.538462,1898.807692,,12279.5,1066.5,2843.714286,,1316.307692,25_May_09_June
249,0.1395491339,0.3169665811,-98.8519937561,49.0711595041,573.541667,157,1541.48,3024.44,2884.08,1959.24,,12274.055556,1089.041667,2831.7,,1379.8,25_May_09_June
250,0.1020148152,0.1932104579,-98.8061334068,49.0711595041,585.96,,1454.72,3004.04,2723.44,1934.96,,12307.631579,1108.96,2841.375,,1370.92,25_May_09_June
251,0.0911800651,0.2084646672,-98.7602730575,49.0711595041,525.08,,1595,2718,3098.8,1898.48,,12325.263158,1006.16,2840.428571,,1397.76,25_May_09_June
252,0.069422896,0.1751441939,-98.7144127081,49.0711595041,588.375,,1477.4,2769.44,2772.68,1952.96,,12329.681818,1111.72,2840,,1424.92,25_May_09_June
253,0.2177837586,0.3826558994,-98.6226920095,49.0711595041,457.28,,1965.92,2277.12,3783.68,1955.96,1,12364.47619,871.12,2837.5,2181,1480.44,25_May_09_June
254,0.2306720339,0.3636481583,-98.5768316602,49.0711595041,427.96,,2644,1820.8,4705.52,2349.28,,12362.304348,847.28,2836.714286,,1505.36,25_May_09_June
255,0.4910623997,0.5010510415,-98.5309713108,49.0711595041,439.56,,2232,2094.64,4178.4,2069.24,,12357.956522,831.64,2836.333333,,1532.56,25_May_09_June
256,0.3659428848,0.2721933919,-97.7972057215,49.0711595041,401.84,157,1708.68,2491.28,3779.2,1606.84,0,12194.052632,721.56,2760.555556,2112,2183.318182,25_May_09_June
257,0.3718844844,0.4704908106,-97.6137643242,49.0711595041,460.64,,1623.96,2323.8,3419.64,1652.96,1,12241.6,804.083333,2817.25,2181,2060.157895,25_May_09_June
258,0.4794130959,0.6763015417,-97.5679039749,49.0711595041,438.958333,156.5,1857.92,2235.36,3826.153846,1750.96,,11367.55,772.52,2825.5,,2183.181818,25_May_09_June
259,0.0594542455,0.4086575744,-97.5220436256,49.0711595041,491.307692,154,1882.423077,2382.769231,3617.24,1859.269231,1,10533.15,851.384615,2834.8,2181,2318.7,25_May_09_June
260,0.1282358676,0.2326818638,-98.9437144548,49.0082777219,510.344828,155.333333,1765.206897,2517.241379,3367.965517,1978.586207,,11464.142857,987.344828,2786.3125,,1619.482759,25_May_09_June
261,0.0398678194,0.3516300225,-98.8978541055,49.0082777219,577.518519,153.25,1598.931034,2921.793103,2988.965517,2000.178571,,9589.76,1086.034483,2832.333333,,1360.730769,25_May_09_June
262,-0.123317529,-0.1202843077,-98.8519937561,49.0082777219,591.555556,,1405.25,2898.321429,2651.464286,1902.928571,,12377.727273,1105.259259,2836.571429,,1360.428571,25_May_09_June
263,-0.1048492905,0.0139787498,-98.7602730575,49.0082777219,585.206897,,1371.275862,2861.103448,2618.071429,1883,,12366.222222,1106.62069,2834.7,,1414.37931,25_May_09_June
